record_id,ground_truth_category,split
R01427,normal,train
R01428,normal,evaluation
R01429,normal,train
R01430,normal,train
R01431,normal,train
R01432,normal,train
R01433,normal,train
R01434,normal,train
R01435,normal,evaluation
R01436,normal,train
R01437,normal,train
R01438,normal,train
R01439,normal,train
R01440,normal,train
R01441,normal,train
R01442,normal,train
R01443,normal,train
R01444,normal,train
R01445,normal,train
R01446,normal,evaluation
R01447,normal,train
R01448,normal,evaluation
R01449,normal,train
R01450,normal,train
R01451,normal,train
R01452,normal,evaluation
R01453,normal,train
R01454,rule_detectable,evaluation
R01455,normal,train
R01456,ml_multivariate,train
R01457,normal,train
R01458,rule_detectable,train
R01459,normal,train
R01460,normal,train
R01461,normal,train
R01462,normal,evaluation
R01463,ml_multivariate,evaluation
R01464,normal,train
R01465,normal,train
R01466,ml_multivariate,train
R01467,normal,evaluation
R01468,normal,train
R01469,normal,train
R01470,normal,evaluation
R01471,normal,evaluation
R01472,normal,train
R01473,normal,train
R01474,normal,train
R01475,normal,train
R01476,normal,evaluation
R01477,both_detectable,train
R01478,normal,train
R01479,normal,evaluation
R01480,normal,train
R01481,normal,train
R01482,normal,train
R01483,normal,train
R01484,normal,train
R01485,normal,evaluation
R01486,normal,train
R01487,normal,train
R01488,normal,evaluation
R01489,normal,train
R01490,normal,train
R01491,normal,train
R01492,normal,train
R01493,normal,train
R01494,normal,train
R01495,normal,evaluation
R01496,normal,train
R01497,normal,train
R01498,normal,evaluation
R01499,normal,train
R01500,normal,train
R01501,normal,evaluation
R01502,normal,train
R01503,normal,train
R01504,normal,train
R01505,normal,train
R01506,normal,train
R01507,normal,train
R01508,normal,evaluation
R01509,normal,train
R01510,normal,evaluation
R01511,normal,train
R01512,normal,train
R01513,normal,train
R01514,normal,evaluation
R01515,normal,train
R01516,normal,train
R01517,normal,train
R01518,normal,evaluation
R01519,normal,evaluation
R01520,normal,train
R01521,normal,train
R01522,ml_multivariate,train
R01523,normal,train
R01524,normal,train
R01525,normal,train
R01526,normal,train
R01527,normal,train
R01528,normal,train
R01529,normal,train
R01530,normal,train
R01531,normal,train
R01532,normal,train
R01533,normal,train
R01534,normal,train
R01535,normal,train
R01536,normal,train
R01537,normal,evaluation
R01538,normal,train
R01539,normal,train
R01540,normal,train
R01541,normal,evaluation
R01542,normal,train
R01543,normal,train
R01544,normal,evaluation
R01545,normal,train
R01546,normal,train
R01547,normal,train
R01548,normal,train
R01549,normal,evaluation
R01550,normal,train
R01551,normal,train
R01552,rule_detectable,train
R01553,normal,train
R01554,normal,evaluation
R01555,normal,train
R01556,normal,train
R01557,normal,train
R01558,normal,train
R01559,normal,train
R01560,normal,train
R01561,ml_multivariate,train
R01562,normal,train
R01563,normal,train
R01564,normal,train
R01565,normal,train
R01566,normal,train
R01567,normal,train
R01568,normal,train
R01569,normal,train
R01570,normal,train
R01571,normal,evaluation
R01572,normal,train
R01573,normal,train
R01574,normal,evaluation
R01575,normal,evaluation
R01576,normal,train
R01577,normal,train
R01578,normal,train
R01579,normal,train
R01580,ml_multivariate,train
R01581,normal,train
R01582,normal,evaluation
R01583,normal,train
R01584,normal,train
R01585,normal,train
R01586,normal,evaluation
R01587,normal,train
R01588,normal,train
R01589,normal,train
R01590,normal,train
R01591,normal,train
R01592,normal,train
R01593,rule_detectable,train
R01594,normal,evaluation
R01595,normal,train
R01596,normal,train
R01597,normal,evaluation
R01598,normal,evaluation
R01599,normal,train
R01600,normal,train
R01601,normal,train
R01602,normal,train
R01603,normal,train
R01604,normal,train
R01605,normal,train
R01606,normal,train
R01607,normal,train
R01608,normal,evaluation
R01609,normal,train
R01610,normal,train
R01611,normal,train
R01612,normal,train
R01613,normal,train
R01614,normal,train
R01615,normal,evaluation
R01616,normal,train
R01617,normal,train
R01618,both_detectable,train
R01619,normal,train
R01620,normal,evaluation
R01621,normal,train
R01622,normal,train
R01623,normal,train
R01624,normal,train
R01625,normal,train
R01626,normal,train
R01627,normal,train
R01628,normal,evaluation
R01629,normal,train
R01630,ml_multivariate,train
R01631,normal,train
R01632,rule_detectable,train
R01633,normal,train
R01634,normal,train
R01635,normal,train
R01636,normal,evaluation
R01637,normal,train
R01638,normal,train
R01639,normal,train
R01640,normal,train
R01641,normal,train
R01642,normal,train
R01643,normal,train
R01644,normal,train
R01645,rule_detectable,train
R01646,normal,train
R01647,normal,train
R01648,normal,train
R01649,normal,train
R01650,normal,train
R01651,normal,evaluation
R01652,normal,train
R01653,normal,train
R01654,normal,train
R01655,normal,train
R01656,normal,train
R01657,normal,evaluation
R01658,normal,train
R01659,normal,train
R01660,normal,train
R01661,rule_detectable,evaluation
R01662,normal,train
R01663,normal,train
R01664,normal,train
R01665,normal,train
R01666,normal,train
R01667,normal,train
R01668,normal,train
R01669,normal,train
R01670,normal,train
R01671,normal,train
R01672,normal,train
R01673,normal,train
R01674,normal,train
R01675,normal,train
R01676,normal,evaluation
R01677,normal,train
R01678,normal,train
R01679,normal,evaluation
R01680,normal,evaluation
R01681,normal,train
R01682,normal,evaluation
R01683,normal,train
R01684,normal,train
R01685,normal,train
R01686,normal,evaluation
R01687,normal,train
R01688,normal,train
R01689,normal,train
R01690,normal,evaluation
R01691,normal,train
R01692,normal,train
R01693,normal,train
R01694,rule_detectable,evaluation
R01695,normal,train
R01696,normal,train
R01697,normal,train
R01698,normal,train
R01699,normal,evaluation
R01700,normal,train
R01701,normal,train
R01702,normal,train
R01703,normal,train
R01704,normal,evaluation
R01705,normal,train
R01706,normal,train
R01707,normal,evaluation
R01708,normal,train
R01709,normal,evaluation
R01710,normal,train
R01711,normal,train
R01712,normal,train
R01713,normal,train
R01714,normal,train
R01715,normal,train
R01716,normal,evaluation
R01717,normal,evaluation
R01718,ml_multivariate,evaluation
R01719,normal,train
R01720,normal,evaluation
R01721,normal,train
R01722,normal,train
R01723,normal,train
R01724,normal,evaluation
R01725,normal,train
R01726,normal,train
R01727,normal,train
R01728,normal,train
R01729,normal,train
R01730,normal,evaluation
R01731,normal,train
R01732,normal,train
R01733,normal,train
R01734,normal,train
R01735,normal,train
R01736,normal,train
R01737,normal,train
R01738,normal,train
R01739,normal,train
R01740,normal,train
R01741,normal,evaluation
R01742,normal,train
R01743,normal,train
R01744,normal,evaluation
R01745,normal,evaluation
R01746,normal,train
R01747,normal,train
R01748,normal,train
R01749,normal,train
R01750,normal,train
R01751,normal,train
R01752,normal,train
R01753,normal,train
R01754,normal,train
R01755,normal,train
R01756,normal,train
R01757,normal,evaluation
R01758,normal,train
R01759,normal,train
R01760,normal,train
R01761,normal,train
R01762,normal,train
R01763,normal,evaluation
R01764,normal,train
R01765,normal,train
R01766,normal,train
R01767,normal,train
R01768,normal,train
R01769,normal,evaluation
R01770,normal,train
R01771,normal,evaluation
R01772,normal,train
R01773,normal,train
R01774,normal,train
R01775,normal,train
R01776,normal,train
R01777,normal,train
R01778,normal,train
R01779,normal,train
R01780,normal,train
R01781,normal,train
R01782,normal,train
R01783,normal,train
R01784,normal,evaluation
R01785,normal,train
R01786,normal,evaluation
R01787,normal,train
R01788,normal,train
R01789,normal,train
R01790,normal,train
R01791,normal,train
R01792,normal,train
R01793,normal,train
R01794,normal,train
R01795,normal,train
R01796,normal,train
R01797,normal,evaluation
R01798,normal,train
R01799,normal,train
R01800,normal,train
R01801,normal,train
R01802,normal,evaluation
R01803,normal,train
R01804,normal,train
R01805,ml_multivariate,evaluation
R01806,normal,train
R01807,normal,train
R01808,normal,train
R01809,normal,train
R01810,normal,evaluation
R01811,normal,train
R01812,normal,evaluation
R01813,normal,train
R01814,normal,train
R01815,normal,evaluation
R01816,normal,train
R01817,normal,evaluation
R01818,normal,train
R01819,normal,train
R01820,normal,evaluation
R01821,normal,train
R01822,normal,train
R01823,normal,train
R01824,normal,train
R01825,normal,evaluation
R01826,normal,train
R01827,normal,evaluation
R01828,normal,evaluation
R01829,normal,train
R01830,normal,train
R01831,normal,train
R01832,normal,train
R01833,normal,train
R01834,normal,train
R01835,normal,train
R01836,normal,evaluation
R01837,normal,train
R01838,normal,evaluation
R01839,normal,train
R01840,normal,train
R01841,normal,train
R01842,normal,train
R01843,normal,train
R01844,normal,train
R01845,normal,train
R01846,normal,train
R01847,normal,train
R01848,normal,train
R01849,normal,evaluation
R01850,normal,evaluation
R01851,normal,train
R01852,normal,train
R01853,normal,train
R01854,both_detectable,train
R01855,normal,train
R01856,normal,train
R01857,normal,train
R01858,normal,train
R01859,normal,train
R01860,normal,train
R01861,normal,train
R01862,normal,train
R01863,normal,evaluation
R01864,both_detectable,train
R01865,normal,train
R01866,normal,evaluation
R01867,normal,train
R01868,normal,train
R01869,normal,train
R01870,normal,train
R01871,normal,train
R01872,normal,evaluation
R01873,normal,train
R01874,normal,train
R01875,normal,train
R01876,normal,train
R01877,normal,train
R01878,normal,train
R01879,normal,evaluation
R01880,rule_detectable,train
R01881,normal,train
R01882,normal,evaluation
R01883,rule_detectable,evaluation
R01884,normal,evaluation
R01885,normal,train
R01886,normal,train
R01887,normal,train
R01888,normal,train
R01889,normal,train
R01890,rule_detectable,evaluation
R01891,normal,train
R01892,normal,train
R01893,normal,train
R01894,normal,train
R01895,normal,train
R01896,normal,train
R01897,normal,evaluation
R01898,normal,train
R01899,normal,train
R01900,normal,train
R01901,normal,train
R01902,normal,evaluation
R01903,normal,train
R01904,normal,train
R01905,normal,train
R01906,normal,train
R01907,normal,train
R01908,normal,train
R01909,normal,train
R01910,normal,evaluation
R01911,normal,train
R01912,normal,evaluation
R01913,normal,train
R01914,normal,train
R01915,normal,train
R01916,rule_detectable,train
R01917,normal,evaluation
R01918,normal,train
R01919,normal,train
R01920,normal,train
R01921,normal,evaluation
R01922,normal,train
R01923,normal,train
R01924,normal,train
R01925,normal,train
R01926,normal,evaluation
R01927,normal,evaluation
R01928,normal,evaluation
R01929,normal,train
R01930,normal,train
R01931,normal,evaluation
R01932,rule_detectable,train
R01933,normal,train
R01934,normal,train
R01935,normal,train
R01936,normal,train
R01937,normal,train
R01938,normal,train
R01939,normal,evaluation
R01940,normal,train
R01941,normal,train
R01942,normal,evaluation
R01943,normal,train
R01944,normal,train
R01945,normal,train
R01946,normal,train
R01947,normal,train
R01948,normal,train
R01949,normal,train
R01950,normal,evaluation
R01951,normal,train
R01952,normal,train
R01953,normal,evaluation
R01954,normal,train
R01955,normal,train
R01956,normal,train
R01957,normal,evaluation
R01958,normal,train
R01959,normal,train
R01960,normal,train
R01961,normal,train
R01962,normal,train
R01963,normal,train
R01964,normal,train
R01965,normal,train
R01966,normal,train
R01967,normal,train
R01968,normal,train
R01969,normal,train
R01970,normal,train
R01971,normal,train
R01972,normal,evaluation
R01973,normal,train
R01974,normal,train
R01975,normal,train
R01976,normal,evaluation
R01977,normal,train
R01978,normal,train
R01979,normal,evaluation
R01980,normal,train
R01981,normal,train
R01982,normal,train
R01983,normal,train
R01984,normal,train
R01985,normal,train
R01986,normal,evaluation
R01987,normal,train
R01988,normal,evaluation
R01989,normal,train
R01990,normal,train
R01991,normal,evaluation
R01992,normal,train
R01993,normal,train
R01994,normal,evaluation
R01995,normal,train
R01996,normal,train
R01997,normal,train
R01998,normal,train
R01999,normal,train
R02000,normal,train
R02001,both_detectable,train
R02002,normal,evaluation
R02003,normal,train
R02004,normal,train
R02005,normal,train
R02006,normal,train
R02007,normal,train
R02008,normal,train
R02009,normal,train
R02010,normal,train
R02011,normal,train
R02012,normal,evaluation
R02013,normal,train
R02014,normal,train
R02015,normal,train
R02016,normal,train
R02017,normal,train
R02018,normal,train
R02019,normal,evaluation
R02020,normal,train
R02021,normal,train
R02022,normal,train
R02023,normal,evaluation
R02024,ml_multivariate,train
R02025,normal,train
R02026,normal,train
R02027,ml_multivariate,train
R02028,rule_detectable,evaluation
R02029,normal,train
R02030,normal,train
R02031,normal,train
R02032,normal,train
R02033,rule_detectable,train
R02034,normal,evaluation
R02035,normal,train
R02036,normal,train
R02037,normal,train
R02038,rule_detectable,evaluation
R02039,normal,train
R02040,normal,train
R02041,normal,train
R02042,normal,train
R02043,normal,train
R02044,normal,evaluation
R02045,normal,train
R02046,normal,train
R02047,normal,train
R02048,rule_detectable,train
R02049,normal,train
R02050,normal,evaluation
R02051,normal,train
R02052,normal,train
R02053,normal,train
R02054,normal,train
R02055,normal,train
R02056,normal,train
R02057,normal,train
R02058,normal,train
R02059,normal,train
R02060,normal,evaluation
R02061,normal,train
R02062,normal,train
R02063,normal,train
R02064,normal,train
R02065,normal,train
R02066,normal,evaluation
R02067,normal,train
R02068,normal,train
R02069,normal,train
R02070,normal,train
R02071,normal,train
R02072,normal,train
R02073,normal,evaluation
R02074,normal,train
R02075,normal,train
R02076,normal,train
R02077,normal,train
R02078,normal,train
R02079,normal,train
R02080,normal,train
R02081,normal,train
R02082,normal,train
R02083,normal,train
R02084,normal,train
R02085,normal,train
R02086,normal,train
R02087,normal,evaluation
R02088,normal,train
R02089,normal,evaluation
R02090,normal,train
R02091,normal,train
R02092,normal,train
R02093,normal,evaluation
R02094,normal,train
R02095,normal,train
R02096,normal,train
R02097,normal,train
R02098,normal,train
R02099,normal,evaluation
R02100,normal,train
R02101,normal,train
R02102,normal,train
R02103,normal,train
R02104,normal,train
R02105,normal,evaluation
R02106,normal,train
R02107,normal,train
R02108,normal,train
R02109,normal,train
R02110,normal,train
R02111,normal,evaluation
R02112,rule_detectable,train
R02113,normal,train
R02114,normal,train
R02115,normal,train
R02116,normal,train
R02117,normal,train
R02118,normal,train
R02119,normal,train
R02120,normal,train
R02121,rule_detectable,train
R02122,normal,train
R02123,normal,train
R02124,normal,evaluation
R02125,rule_detectable,train
R02126,normal,train
R02127,normal,train
R02128,normal,train
R02129,normal,train
R02130,normal,train
R02131,normal,evaluation
R02132,normal,evaluation
R02133,normal,train
R02134,normal,evaluation
R02135,normal,train
R02136,normal,train
R02137,normal,evaluation
R02138,normal,train
R02139,normal,train
R02140,normal,train
R02141,normal,evaluation
R02142,normal,train
R02143,normal,evaluation
R02144,normal,train
R02145,normal,train
R02146,normal,train
R02147,normal,train
R02148,normal,train
R02149,normal,evaluation
R02150,normal,train
R02151,normal,train
R02152,normal,evaluation
R02153,normal,train
R02154,normal,train
R02155,normal,train
R02156,normal,evaluation
R02157,normal,train
R02158,normal,train
R02159,normal,train
R02160,ml_multivariate,train
R02161,normal,train
R02162,normal,train
R02163,normal,train
R02164,normal,train
R02165,normal,train
R02166,normal,evaluation
R02167,normal,train
R02168,normal,train
R02169,normal,train
R02170,normal,train
R02171,normal,train
R02172,normal,train
R02173,normal,train
R02174,normal,train
R02175,normal,train
R02176,normal,train
R02177,normal,train
R02178,normal,train
R02179,normal,evaluation
R02180,normal,evaluation
R02181,normal,train
R02182,normal,train
R02183,normal,train
R02184,normal,train
R02185,normal,train
R02186,rule_detectable,train
R02187,normal,train
R02188,normal,train
R02189,normal,train
R02190,normal,train
R02191,normal,train
R02192,normal,train
R02193,normal,train
R02194,normal,train
R02195,normal,train
R02196,normal,train
R02197,normal,train
R02198,normal,train
R02199,ml_multivariate,train
R02200,normal,evaluation
R02201,normal,train
R02202,normal,evaluation
R02203,normal,train
R02204,ml_multivariate,train
R02205,normal,train
R02206,normal,train
R02207,ml_multivariate,train
R02208,normal,train
R02209,normal,evaluation
R02210,normal,train
R02211,normal,train
R02212,normal,evaluation
R02213,normal,train
R02214,normal,train
R02215,normal,train
R02216,normal,train
R02217,normal,train
R02218,normal,train
R02219,normal,train
R02220,normal,train
R02221,normal,train
R02222,normal,train
R02223,normal,train
R02224,normal,train
R02225,normal,train
R02226,normal,train
R02227,normal,train
R02228,normal,train
R02229,normal,train
R02230,normal,train
R02231,normal,evaluation
R02232,normal,train
R02233,normal,train
R02234,normal,train
R02235,normal,evaluation
R02236,normal,train
R02237,normal,evaluation
R02238,normal,train
R02239,normal,train
R02240,normal,train
R02241,normal,train
R02242,normal,train
R02243,normal,evaluation
R02244,normal,train
R02245,both_detectable,evaluation
R02246,normal,train
R02247,normal,train
R02248,normal,train
R02249,normal,train
R02250,rule_detectable,train
R02251,normal,evaluation
R02252,normal,train
R02253,normal,train
R02254,normal,evaluation
R02255,normal,train
R02256,normal,train
R02257,normal,evaluation
R02258,normal,train
R02259,normal,train
R02260,normal,evaluation
R02261,normal,train
R02262,normal,train
R02263,normal,train
R02264,normal,train
R02265,normal,evaluation
R02266,normal,train
R02267,normal,train
R02268,normal,evaluation
R02269,normal,train
R02270,normal,train
R02271,normal,train
R02272,normal,train
R02273,normal,train
R02274,normal,train
R02275,normal,train
R02276,normal,train
R02277,normal,evaluation
R02278,normal,train
R02279,both_detectable,train
R02280,normal,train
R02281,normal,train
R02282,normal,train
R02283,normal,train
R02284,normal,train
R02285,normal,train
R02286,normal,train
R02287,normal,train
R02288,normal,evaluation
R02289,normal,train
R02290,normal,evaluation
R02291,normal,train
R02292,normal,train
R02293,normal,train
R02294,normal,evaluation
R02295,normal,train
R02296,normal,train
R02297,normal,train
R02298,normal,evaluation
R02299,normal,train
R02300,normal,train
R02301,ml_multivariate,train
R02302,normal,evaluation
R02303,normal,evaluation
R02304,normal,train
R02305,normal,evaluation
R02306,normal,train
R02307,normal,train
R02308,normal,train
R02309,normal,train
R02310,normal,train
R02311,normal,train
R02312,normal,evaluation
R02313,normal,evaluation
R02314,normal,train
R02315,normal,train
R02316,normal,train
R02317,normal,train
R02318,normal,train
R02319,normal,train
R02320,normal,train
R02321,normal,train
R02322,normal,train
R02323,normal,train
R02324,normal,train
R02325,normal,evaluation
R02326,normal,train
R02327,normal,train
R02328,normal,train
R02329,normal,train
R02330,normal,train
R02331,normal,train
R02332,normal,train
R02333,normal,train
R02334,normal,evaluation
R02335,normal,train
R02336,normal,train
R02337,normal,train
R02338,normal,evaluation
R02339,normal,train
R02340,normal,train
R02341,normal,train
R02342,normal,evaluation
R02343,normal,train
R02344,normal,train
R02345,normal,train
R02346,normal,train
R02347,normal,train
R02348,normal,train
R02349,normal,train
R02350,normal,train
R02351,normal,train
R02352,normal,train
R02353,normal,train
R02354,normal,train
R02355,normal,evaluation
R02356,normal,evaluation
R02357,normal,evaluation
R02358,normal,train
R02359,normal,train
R02360,normal,evaluation
R02361,normal,train
R02362,normal,train
R02363,normal,evaluation
R02364,normal,train
R02365,normal,train
R02366,normal,train
R02367,normal,train
R02368,normal,train
R02369,normal,train
R02370,normal,evaluation
R02371,normal,train
R02372,normal,train
R02373,normal,train
R02374,normal,evaluation
R02375,normal,train
R02376,normal,train
R02377,normal,evaluation
R02378,normal,train
R02379,normal,train
R02380,normal,train
R02381,normal,train
R02382,normal,train
R02383,normal,train
R02384,normal,train
R02385,normal,train
R02386,normal,evaluation
R02387,normal,train
R02388,normal,train
R02389,normal,train
R02390,normal,train
R02391,normal,evaluation
R02392,normal,train
R02393,normal,train
R02394,normal,train
R02395,normal,train
R02396,both_detectable,evaluation
R02397,both_detectable,train
R02398,normal,train
R02399,normal,evaluation
R02400,normal,train
R02401,normal,train
R02402,normal,evaluation
R02403,normal,train
R02404,normal,train
R02405,normal,train
R02406,normal,train
R02407,normal,train
R02408,normal,train
R02409,normal,train
R02410,normal,evaluation
R02411,normal,evaluation
R02412,normal,evaluation
R02413,normal,train
R02414,normal,train
R02415,normal,evaluation
R02416,normal,train
R02417,normal,train
R02418,normal,train
R02419,normal,train
R02420,normal,train
R02421,normal,train
R02422,normal,train
R02423,normal,evaluation
R02424,normal,train
R02425,normal,train
R02426,normal,train
R02427,normal,train
R02428,ml_multivariate,train
R02429,normal,train
R02430,normal,train
R02431,normal,evaluation
R02432,normal,train
R02433,normal,train
R02434,normal,train
R02435,normal,train
R02436,normal,train
R02437,normal,evaluation
R02438,normal,train
R02439,normal,train
R02440,normal,evaluation
R02441,normal,train
R02442,normal,train
R02443,normal,train
R02444,normal,train
R02445,normal,train
R02446,normal,evaluation
R02447,normal,train
R02448,normal,train
R02449,normal,train
R02450,normal,train
R02451,normal,train
R02452,normal,train
R02453,rule_detectable,train
R02454,normal,train
R02455,normal,train
R02456,normal,train
R02457,normal,train
R02458,normal,train
R02459,normal,train
R02460,normal,train
R02461,normal,train
R02462,normal,train
R02463,normal,evaluation
R02464,normal,train
R02465,normal,train
R02466,normal,train
R02467,normal,evaluation
R02468,normal,train
R02469,normal,evaluation
R02470,ml_multivariate,evaluation
R02471,normal,evaluation
R02472,ml_multivariate,train
R02473,normal,train
R02474,normal,train
R02475,normal,train
R02476,normal,evaluation
R02477,normal,train
R02478,normal,train
R02479,normal,evaluation
R02480,normal,train
R02481,normal,train
R02482,normal,evaluation
R02483,normal,train
R02484,normal,train
R02485,normal,evaluation
R02486,normal,train
R02487,rule_detectable,evaluation
R02488,normal,evaluation
R02489,normal,train
R02490,normal,train
R02491,normal,train
R02492,normal,train
R02493,normal,train
R02494,normal,train
R02495,normal,train
R02496,normal,train
R02497,normal,evaluation
R02498,normal,evaluation
R02499,normal,train
R02500,normal,train
R02501,normal,train
R02502,normal,train
R02503,normal,train
R02504,normal,evaluation
R02505,normal,train
R02506,normal,train
R02507,normal,train
R02508,normal,train
R02509,normal,train
R02510,normal,train
R02511,normal,train
R02512,both_detectable,train
R02513,normal,evaluation
R02514,normal,evaluation
R02515,normal,train
R02516,normal,train
R02517,normal,train
R02518,normal,evaluation
R02519,normal,evaluation
R02520,normal,train
R02521,normal,evaluation
R02522,normal,train
R02523,normal,train
R02524,normal,train
R02525,normal,train
R02526,normal,train
R02527,normal,train
R02528,normal,evaluation
R02529,normal,train
R02530,normal,evaluation
R02531,normal,train
R02532,normal,train
R02533,normal,train
R02534,normal,train
R02535,normal,train
R02536,normal,train
R02537,normal,evaluation
R02538,normal,evaluation
R02539,normal,evaluation
R02540,normal,train
R02541,normal,evaluation
R02542,normal,train
R02543,normal,train
R02544,normal,train
R02545,normal,train
R02546,normal,train
R02547,normal,train
R02548,normal,train
R02549,normal,train
R02550,normal,train
R02551,normal,train
R02552,normal,train
R02553,normal,train
R02554,normal,evaluation
R02555,normal,train
R02556,normal,train
R02557,normal,train
R02558,normal,train
R02559,normal,train
R02560,normal,train
R02561,normal,train
R02562,normal,train
R02563,normal,train
R02564,normal,train
R02565,normal,evaluation
R02566,normal,evaluation
R02567,normal,train
R02568,normal,train
R02569,normal,train
R02570,normal,evaluation
R02571,normal,train
R02572,normal,train
R02573,normal,train
R02574,normal,train
R02575,normal,train
R02576,normal,evaluation
R02577,normal,train
R02578,normal,train
R02579,normal,train
R02580,normal,train
R02581,normal,train
R02582,normal,evaluation
R02583,normal,evaluation
R02584,normal,evaluation
R02585,normal,train
R02586,normal,train
R02587,normal,train
R02588,normal,evaluation
R02589,normal,train
R02590,normal,train
R02591,rule_detectable,train
R02592,normal,train
R02593,normal,train
R02594,normal,train
R02595,normal,evaluation
R02596,normal,evaluation
R02597,normal,train
R02598,normal,train
R02599,normal,evaluation
R02600,normal,train
R02601,normal,train
R02602,normal,train
R02603,normal,train
R02604,normal,evaluation
R02605,normal,evaluation
R02606,normal,train
R02607,normal,train
R02608,ml_multivariate,train
R02609,normal,train
R02610,normal,train
R02611,both_detectable,train
R02612,normal,train
R02613,normal,train
R02614,normal,evaluation
R02615,normal,train
R02616,normal,evaluation
R02617,normal,train
R02618,normal,train
R02619,normal,train
R02620,normal,train
R02621,normal,train
R02622,normal,train
R02623,normal,evaluation
R02624,normal,train
R02625,normal,train
R02626,normal,train
R02627,normal,train
R02628,normal,evaluation
R02629,normal,train
R02630,normal,evaluation
R02631,normal,train
R02632,normal,train
R02633,normal,train
R02634,normal,train
R02635,normal,train
R02636,normal,train
R02637,normal,train
R02638,normal,train
R02639,normal,evaluation
R02640,normal,train
R02641,normal,train
R02642,normal,train
R02643,normal,train
R02644,normal,train
R02645,rule_detectable,train
R02646,normal,evaluation
R02647,normal,train
R02648,normal,train
R02649,normal,train
R02650,normal,train
R02651,normal,train
R02652,both_detectable,train
R02653,normal,train
R02654,normal,train
R02655,normal,train
R02656,normal,evaluation
R02657,normal,train
R02658,normal,train
R02659,normal,train
R02660,normal,train
R02661,normal,evaluation
R02662,normal,train
R02663,normal,train
R02664,normal,train
R02665,normal,train
R02666,normal,train
R02667,normal,train
R02668,normal,train
R02669,normal,train
R02670,normal,train
R02671,normal,train
R02672,normal,train
R02673,normal,train
R02674,normal,train
R02675,normal,evaluation
R02676,normal,evaluation
R02677,normal,train
R02678,normal,train
R02679,normal,evaluation
R02680,normal,train
R02681,normal,train
R02682,normal,evaluation
R02683,normal,train
R02684,normal,train
R02685,normal,train
R02686,rule_detectable,evaluation
R02687,normal,train
R02688,both_detectable,evaluation
R02689,normal,evaluation
R02690,normal,train
R02691,normal,train
R02692,normal,train
R02693,normal,train
R02694,normal,train
R02695,normal,train
R02696,normal,train
R02697,normal,train
R02698,normal,train
R02699,normal,train
R02700,normal,train
R02701,normal,evaluation
R02702,normal,train
R02703,normal,train
R02704,normal,evaluation
R02705,rule_detectable,train
R02706,normal,train
R02707,normal,train
R02708,normal,evaluation
R02709,normal,train
R02710,normal,train
R02711,normal,evaluation
R02712,normal,train
R02713,normal,train
R02714,normal,train
R02715,normal,train
R02716,normal,evaluation
R02717,normal,train
R02718,normal,train
R02719,normal,train
R02720,normal,train
R02721,normal,train
R02722,normal,evaluation
R02723,normal,train
R02724,normal,train
R02725,normal,train
R02726,normal,train
R02727,normal,train
R02728,normal,train
R02729,normal,train
R02730,normal,train
R02731,normal,train
R02732,both_detectable,evaluation
R02733,normal,train
R02734,normal,train
R02735,normal,evaluation
R02736,normal,evaluation
R02737,normal,train
R02738,normal,train
R02739,normal,train
R02740,normal,train
R02741,normal,train
R02742,normal,train
R02743,normal,train
R02744,normal,evaluation
R02745,normal,train
R02746,normal,train
R02747,normal,train
R02748,normal,train
R02749,normal,train
R02750,normal,train
R02751,normal,evaluation
R02752,normal,train
R02753,normal,evaluation
R02754,normal,evaluation
R02755,normal,train
R02756,normal,train
R02757,normal,train
R02758,normal,train
R02759,normal,train
R02760,normal,train
R02761,normal,evaluation
R02762,normal,train
R02763,normal,train
R02764,normal,train
R02765,normal,train
R02766,normal,train
R02767,normal,train
R02768,normal,train
R02769,normal,train
R02770,normal,train
R02771,normal,train
R02772,normal,train
R02773,normal,train
R02774,normal,evaluation
R02775,normal,train
R02776,normal,train
R02777,normal,train
R02778,normal,train
R02779,normal,train
R02780,normal,train
R02781,normal,train
R02782,normal,train
R02783,normal,train
R02784,normal,evaluation
R02785,ml_multivariate,train
R02786,normal,train
R02787,normal,evaluation
R02788,ml_multivariate,train
R02789,normal,evaluation
R02790,normal,train
R02791,ml_multivariate,train
R02792,normal,train
R02793,normal,train
R02794,normal,train
R02795,normal,train
R02796,normal,train
R02797,normal,train
R02798,normal,train
R02799,normal,train
R02800,normal,train
R02801,normal,evaluation
R02802,normal,train
R02803,normal,train
R02804,normal,train
R02805,normal,evaluation
R02806,normal,train
R02807,normal,train
R02808,normal,train
R02809,normal,evaluation
R02810,normal,train
R02811,normal,train
R02812,normal,train
R02813,normal,evaluation
R02814,normal,train
R02815,both_detectable,train
R02816,normal,train
R02817,normal,train
R02818,normal,train
R02819,normal,evaluation
R02820,normal,train
R02821,normal,evaluation
R02822,normal,train
R02823,normal,train
R02824,normal,train
R02825,normal,evaluation
R02826,rule_detectable,train
R02827,normal,train
R02828,normal,train
R02829,normal,train
R02830,normal,train
R02831,normal,train
R02832,normal,train
R02833,normal,train
R02834,normal,train
R02835,normal,train
R02836,normal,evaluation
R02837,normal,train
R02838,ml_multivariate,train
R02839,normal,train
R02840,normal,train
R02841,normal,evaluation
R02842,normal,train
R02843,normal,train
R02844,normal,train
R02845,normal,train
R02846,normal,evaluation
R02847,normal,train
R02848,normal,train
R02849,normal,evaluation
R02850,normal,evaluation
R02851,normal,train
R02852,ml_multivariate,evaluation
R02853,normal,evaluation
